Word	POS	Def	derogatory	offensive	vulgar	age	crime	disability	ethnicity	geography	other	politics	religion	sex	socioeconomic	substance	suicide
#MeToo	noun	social movement opposing sexual harassment					sexual					feminism		gender_female, sexuality
shariah	noun	Islamic canonical law based on teachings of Koran and traditions of Prophet Hadith and Sunna											fundamentalism, muslim
shariat	noun	Islamic canonical law based on teachings of Koran and traditions of Prophet Hadith and Sunna											fundamentalism, muslim
sharif	noun	descendant of Muhammad through his daughter Fatima											muslim
sharifs	noun	descendant of Muhammad through his daughter Fatima											muslim
shark	noun	be in active pursuit of sexual partner, person who unscrupulously exploits or swindles others					y							sexuality
shark patrol	noun	patrol of coastal area to check for sharks					police
shark patrols	noun	patrol of coastal area to check for sharks					police
sharked	noun	be in active pursuit of sexual partner												sexuality
sharking	noun	be in active pursuit of sexual partner												sexuality
sharks	noun	be in active pursuit of sexual partner, person who unscrupulously exploits or swindles others					y							sexuality
sharp	adjective	swindler or cheat					y
sharped	adjective	swindler or cheat					y
sharper	noun	swindler					y
sharpers	noun	swindler					y
sharpie	noun	(in 1960s and 1970s) young person resembling skinhead, with close-cropped hair and distinctive dress					y
sharpies	noun	(in 1960s and 1970s) young person resembling skinhead, with close-cropped hair and distinctive dress					y
sharping	adjective	swindler or cheat					y
sharps	adjective	swindler or cheat					y
sharpy	noun	(in 1960s and 1970s) young person resembling skinhead, with close-cropped hair and distinctive dress					y
shart	verb	expel faeces accidentally when breaking wind			y
sharted	verb	expel faeces accidentally when breaking wind			y
sharting	verb	expel faeces accidentally when breaking wind			y
sharts	verb	expel faeces accidentally when breaking wind			y
shastra	noun	(in Hinduism and some forms of Buddhism) work of sacred scripture											text
shastras	noun	(in Hinduism and some forms of Buddhism) work of sacred scripture											text
shat	noun	faeces			y											drugs
shaveling	noun	clergyman or priest with tonsured head	y
shavelings	noun	clergyman or priest with tonsured head	y
shaver	noun	young lad				young
shavers	noun	young lad				young
shavetail	noun	newly commissioned officer	y
shavetails	noun	newly commissioned officer	y
shawlie	noun	poor working-class woman													poor
shawlies	noun	poor working-class woman													poor
shaykh	noun	Arab leader							arab				muslim
shaykhs	noun	Arab leader							arab				muslim
she-devil	noun	malicious or spiteful woman	y
she-devils	noun	malicious or spiteful woman	y
she-male	noun	transgender person		y										gender_transgender
she-males	noun	transgender person		y										gender_transgender
sheath	noun	condom												sexuality
sheaths	noun	condom												sexuality
sheenies	noun	Jewish person		y					jewish				jewish
sheeny	noun	Jewish person		y					jewish				jewish
sheep	noun	person regarded as protected follower of God											christian
sheeple	noun	people compared to sheep in being docile, foolish, or easily led	y
sheik	noun	Arab leader							arab				muslim
sheikh	noun	Arab leader							arab				muslim
sheikhs	noun	Arab leader							arab				muslim
sheiks	noun	Arab leader							arab				muslim
shelf	noun	informer					y
shelfed	noun	informer					y
shelfing	noun	informer					y
shelfs	noun	informer					y
shelter	noun	place providing food and accommodation for homeless													homeless
shelters	noun	place providing food and accommodation for homeless													homeless
shemale	noun	transgender person		y										gender_transgender
shemales	noun	transgender person		y										gender_transgender
shereef	noun	descendant of Muhammad through his daughter Fatima											muslim
shereefs	noun	descendant of Muhammad through his daughter Fatima											muslim
sherif	noun	descendant of Muhammad through his daughter Fatima											muslim
sherifs	noun	descendant of Muhammad through his daughter Fatima											muslim
shicer	noun	worthless thing					y
shicers	noun	worthless thing					y
shicker	adjective	drunk														alcohol
shickers	adjective	drunk														alcohol
shield	noun	US police officer's badge					police
shield law	noun	law that protects rape victims from having to reveal details of their sexual history					sexual							sexuality
shields	noun	US police officer's badge					police
shift	verb	kiss												sexuality
shifted	verb	kiss												sexuality
shifting	verb	kiss												sexuality
shifts	verb	kiss												sexuality
shikker	adjective	drunk														alcohol
shikkers	adjective	drunk														alcohol
shiksa	noun	gentile girl or woman	y			young
shiksas	noun	gentile girl or woman	y			young
shill	noun	accomplice of hawker, gambler, or swindler					y
shilled	noun	accomplice of hawker, gambler, or swindler					y
shilling	noun	accomplice of hawker, gambler, or swindler					y
shills	noun	accomplice of hawker, gambler, or swindler					y
shine	verb	contemptuous term for black person		y					black
shiny arse	noun	bureaucrat or office worker	y
shiny arses	noun	bureaucrat or office worker	y
shiny bum	noun	bureaucrat or office worker	y
shiny bums	noun	bureaucrat or office worker	y
shinyarse	noun	bureaucrat or office worker	y
shinyarses	noun	bureaucrat or office worker	y
shinybum	noun	bureaucrat or office worker	y
shinybums	noun	bureaucrat or office worker	y
shirt-lifter	noun	gay man		y										sexuality_gay, sexuality
shirt-lifters	noun	gay man		y										sexuality_gay, sexuality
shirtlifter	noun	gay man		y										sexuality_gay, sexuality
shirtlifters	noun	gay man		y										sexuality_gay, sexuality
shit	noun	faeces			y											drugs
shit bricks	phrase	be extremely nervous or frightened			y
shit disturber	noun	person who enjoys causing trouble			y
shit disturbers	noun	person who enjoys causing trouble			y
shit fit	noun	uncontrolled outburst of anger			y
shit fits	noun	uncontrolled outburst of anger			y
shit for brains	phrase	stupid person			y
shit or get off the pot	phrase	used to convey that someone should stop wasting time and get on with something			y
shit show	noun	situation or event marked by chaos or controversy			y
shit shows	noun	situation or event marked by chaos or controversy			y
shit-bag	noun	contemptible person			y
shit-bags	noun	contemptible person			y
shit-can	verb	throw something away			y
shit-canned	verb	throw something away			y
shit-canning	verb	throw something away			y
shit-cans	verb	throw something away			y
shit-eating	adjective	smug			y
shit-faced	adjective	drunk or under influence of drugs			y											drugs
shit-head	noun	contemptible person			y
shit-heads	noun	contemptible person			y
shit-hole	noun	extremely dirty, shabby, or otherwise unpleasant place			y
shit-holes	noun	extremely dirty, shabby, or otherwise unpleasant place			y
shit-hot	adjective	excellent or highly skilled			y
shit-house	noun	toilet			y
shit-houses	noun	toilet			y
shit-kicker	noun	unsophisticated person			y
shit-kickers	noun	unsophisticated person			y
shit-kicking	noun	severe beating			y
shit-list	noun	list of those whom one dislikes or plans to harm			y
shit-lists	noun	list of those whom one dislikes or plans to harm			y
shit-load	noun	large amount or number			y
shit-loads	noun	large amount or number			y
shit-post	noun	deliberately provocative or off-topic comment posted on online forum			y
shit-posting	noun	activity of posting deliberately provocative comments on online forums			y
shit-posts	noun	deliberately provocative or off-topic comment posted on online forum			y
shit-scared	adjective	terrified			y
shit-stirrer	noun	person who takes pleasure in causing trouble or discord			y
shit-stirrers	noun	person who takes pleasure in causing trouble or discord			y
shit-stirring	noun	action of intentionally causing trouble			y
shit-storm	noun	situation marked by violent controversy			y
shit-storms	noun	situation marked by violent controversy			y
shitbag	noun	contemptible person			y
shitbags	noun	contemptible person			y
shitcan	verb	throw something away			y
shitcanned	verb	throw something away			y
shitcanning	verb	throw something away			y
shitcans	verb	throw something away			y
shite	noun				y
shitehawk	noun	large scavenging or predatory bird			y
shitehawks	noun	large scavenging or predatory bird			y
shites	noun				y
shitface	noun	obnoxious person			y
shitfaced	adjective	drunk or under influence of drugs			y											drugs
shitfaces	noun	obnoxious person			y
shitfit	noun	uncontrolled outburst of anger			y
shitfits	noun	uncontrolled outburst of anger			y
shithead	noun	contemptible person			y
shitheads	noun	contemptible person			y
shithole	noun	extremely dirty, shabby, or otherwise unpleasant place			y
shitholes	noun	extremely dirty, shabby, or otherwise unpleasant place			y
shithouse	noun	toilet			y
shithouses	noun	toilet			y
shitkicker	noun	unsophisticated person			y
shitkickers	noun	unsophisticated person			y
shitless	phrase	be extremely bored, be extremely frightened			y
shitlist	noun	list of those whom one dislikes or plans to harm			y
shitlists	noun	list of those whom one dislikes or plans to harm			y
shitload	noun	large amount or number			y
shitloads	noun	large amount or number			y
shitpost	noun	deliberately provocative or off-topic comment posted on online forum			y
shitposting	noun	activity of posting deliberately provocative comments on online forums			y
shitposts	noun	deliberately provocative or off-topic comment posted on online forum			y
shits	noun	faeces			y											drugs
shitscared	adjective	terrified			y
shitshow	noun	situation or event marked by chaos or controversy			y
shitshows	noun	situation or event marked by chaos or controversy			y
shitstorm	noun	situation marked by violent controversy			y
shitstorms	noun	situation marked by violent controversy			y
shitted	noun	faeces			y											drugs
shitter	noun	toilet			y
shitters	noun	toilet			y
shittier	adjective	contemptible			y
shittiest	adjective	contemptible			y
shitting	noun	faeces			y											drugs
shitty	adjective	contemptible			y
shitwork	noun	work considered to be menial or routine			y
shlepper	noun	person who hauls something heavy	y
shleppers	noun	person who hauls something heavy	y
shlub	noun	talentless, unattractive, or boorish person	y
shlubs	noun	talentless, unattractive, or boorish person	y
shmo	noun	hypothetical ordinary man	y
shmoes	noun	hypothetical ordinary man	y
shmuck	noun	foolish or contemptible person	y
shmucks	noun	foolish or contemptible person	y
shnook	noun	fool	y
shnooks	noun	fool	y
shnorrer	noun	scrounger	y
shnorrers	noun	scrounger	y
shochet	noun	person officially certified as competent to kill cattle and poultry in manner prescribed by Jewish law											jewish
shochetim	noun	person officially certified as competent to kill cattle and poultry in manner prescribed by Jewish law											jewish
shonk	adjective	dishonest	y				y
shonkier	adjective	dishonest	y				y
shonkies	adjective	dishonest	y				y
shonkiest	adjective	dishonest	y				y
shonks	adjective	dishonest	y				y
shonky	adjective	dishonest	y				y
shoot	verb	inject oneself or another person with														drugs
shoot one's wad	phrase	ejaculate			y
shoot the shit	phrase	have casual conversation			y
shoot up	verb	inject oneself with narcotic drug														drugs
shooting	verb	inject oneself or another person with														drugs
shooting galleries	noun	place used for taking drugs														drugs
shooting gallery	noun	place used for taking drugs														drugs
shoots	verb	inject oneself or another person with														drugs
shop-stealing	noun	shoplifting					y
shoplift	verb	steal goods from shop while pretending to be customer					y
shoplifted	verb	steal goods from shop while pretending to be customer					y
shoplifter	noun	person who steals goods from shop					y
shoplifters	noun	person who steals goods from shop					y
shoplifting	noun	action of stealing goods from shop while pretending to be customer					y
shoplifting	verb	steal goods from shop while pretending to be customer					y
shoplifts	verb	steal goods from shop while pretending to be customer					y
shopstealing	noun	shoplifting					y
short-arse	noun	person of small stature	y
short-arses	noun	person of small stature	y
shortarse	noun	person of small stature	y
shortarses	noun	person of small stature	y
shot	noun	person with specified level of ability in shooting														drugs
shot	verb	inject oneself or another person with														drugs
shots	noun	person with specified level of ability in shooting														drugs
shoulder surfing	noun	practice of spying on user of cash-dispensing machine					y
shout	verb	call-out for one of emergency services					police
shouts	verb	call-out for one of emergency services					police
show	verb	discharge of blood and mucus from vagina at onset of labour or menstruation												bodypart_genital
show-off	noun	person who shows off	y
show-offs	noun	person who shows off	y
showoff	noun	person who shows off	y
showoffs	noun	person who shows off	y
shows	verb	discharge of blood and mucus from vagina at onset of labour or menstruation												bodypart_genital
shrew	noun	bad-tempered or aggressively assertive woman	y
shrews	noun	bad-tempered or aggressively assertive woman	y
shrill	adjective	loud and forceful	y
shrimp	noun	small, physically weak person	y
shrimps	noun	small, physically weak person	y
shroom	noun	mushroom														drugs
shrooms	noun	mushroom														drugs
shtup	verb	have sex with												sexuality
shtupped	verb	have sex with												sexuality
shtupping	verb	have sex with												sexuality
shtups	verb	have sex with												sexuality
shuck	noun	worthless or contemptible person or thing	y
shuck and jive	phrase	(especially in African American usage) behave deceptively, evasively, or in a joking or foolish manner									controversial_ethnicity
shucks	noun	worthless or contemptible person or thing	y
shut-in	noun	person confined indoors						y
shut-ins	noun	person confined indoors						y
shyster	noun	person who uses unscrupulous methods in business	y
shysters	noun	person who uses unscrupulous methods in business	y
sicko	noun	perverted person						mental						sexuality
sickos	noun	perverted person						mental						sexuality
siddha	noun	ascetic who has achieved enlightenment											hindu
siddhas	noun	ascetic who has achieved enlightenment											hindu
side boob	noun	side of woman’s breast												bodypart_breast
side boobs	noun	side of woman’s breast												bodypart_breast
sideboob	noun	side of woman’s breast												bodypart_breast
sideboobs	noun	side of woman’s breast												bodypart_breast
siege	noun	similar operation by police or other force to compel armed person					police
sieges	noun	similar operation by police or other force to compel armed person					police
sight	noun	person or thing having ridiculous, repulsive													poor
sighted	adjective	having ability to see						blindness
sightless	adjective	unable to see						blindness
sights	noun	person or thing having ridiculous, repulsive													poor
sign	noun	gesture used in system of sign language						deafness
sign language	noun	system of communication using visual gestures and signs						deafness
signed	noun	gesture used in system of sign language						deafness
significant other	noun	person with whom someone has established romantic or sexual relationship												sexuality_relationship, sexuality
significant others	noun	person with whom someone has established romantic or sexual relationship												sexuality_relationship, sexuality
signified	verb	exchange boasts or insults as game or ritual							black
signifies	verb	exchange boasts or insults as game or ritual							black
signify	verb	exchange boasts or insults as game or ritual							black
signifying	verb	exchange boasts or insults as game or ritual							black
signing	noun	gesture used in system of sign language						deafness
signs	noun	gesture used in system of sign language						deafness
sildenafil	noun	drug taken to increase blood flow to penis and improve erectile function												bodypart_genital
sildenafil citrate	noun	drug taken to increase blood flow to penis and improve erectile function												bodypart_genital
sildenafil citrates	noun	drug taken to increase blood flow to penis and improve erectile function												bodypart_genital
silver surfer	noun	elderly person who is regular or enthusiastic user of internet				old
silver surfers	noun	elderly person who is regular or enthusiastic user of internet				old
silver-tail	noun	person who is socially prominent or who displays social aspirations													rich
silver-tails	noun	person who is socially prominent or who displays social aspirations													rich
silvertail	noun	person who is socially prominent or who displays social aspirations													rich
silvertails	noun	person who is socially prominent or who displays social aspirations													rich
simian	adjective	resembling monkey	y
simoniac	adjective	member of clergy engaging in simony					y
simoniacs	adjective	member of clergy engaging in simony					y
simple	adjective	having intellectual disability		y
simpler	adjective	having intellectual disability		y
simplest	adjective	having intellectual disability		y
simpleton	noun	foolish or gullible person	y
simpletons	noun	foolish or gullible person	y
sin	noun	immoral act considered to be transgression against divine law											y
sing	verb	act as informer to police					police
sing-song girl	noun	(in China) female entertainer					prostitution							sexuality
singing	verb	act as informer to police					police
single	adjective	unmarried or not involved in stable sexual relationship												sexuality
singles	adjective	unmarried or not involved in stable sexual relationship												sexuality
singles bar	noun	bar frequented by single people who are seeking romantic or sexual partner												sexuality_relationship
singles bars	noun	bar frequented by single people who are seeking romantic or sexual partner												sexuality_relationship
singleton	noun	child or animal born singly, rather than one of multiple birth				young
singletons	noun	child or animal born singly, rather than one of multiple birth				young
sings	verb	act as informer to police					police
singsong girl	noun	(in China) female entertainer					prostitution							sexuality
singsong girls	noun	(in China) female entertainer					prostitution							sexuality
sins	noun	immoral act considered to be transgression against divine law											y
sins of the flesh	phrase	sins related to physical indulgence												sexuality
sinsemilla	noun	cannabis of variety having high concentration of psychoactive agents														drugs
siphon	noun	draw off or transfer over period of time					y
siphoned	noun	draw off or transfer over period of time					y
siphoning	noun	draw off or transfer over period of time					y
siphons	noun	draw off or transfer over period of time					y
sirdar	noun	leader											sikh
sirdars	noun	leader											sikh
sissified	adjective	weak, soft, or timid	y
sissified	verb	make weak, soft, or timid	y
sissifies	verb	make weak, soft, or timid	y
sissify	verb	make weak, soft, or timid	y
sissifying	verb	make weak, soft, or timid	y
sister	noun	woman or girl in relation to other daughters and sons of her parents							black			feminism
sisters	noun	woman or girl in relation to other daughters and sons of her parents							black			feminism
sit on one's arse	phrase	do nothing			y
sit on one's ass	phrase	do nothing			y
sit-down money	noun	unemployment or state benefits							indigenous_australia
sit-down monies	noun	unemployment or state benefits							indigenous_australia
sit-upon	noun	person's buttocks												bodypart_buttocks
sit-upons	noun	person's buttocks												bodypart_buttocks
sitdown money	noun	unemployment or state benefits							indigenous_australia
sitdown monies	noun	unemployment or state benefits							indigenous_australia
situationism	noun	revolutionary political theory which regards modern industrial society as being inevitably oppressive										doctrine
situationship	noun	relationship not considered to be formal												sexuality_relationship
situationships	noun	relationship not considered to be formal												sexuality_relationship
sitzfleisch	noun	person's buttocks												bodypart_buttocks
sixty-nine	noun	sexual activity between two people involving mutual oral stimulation of their genitals												sexuality_sexact
sizzling	adjective	very exciting or passionate												sexuality
skag	noun	heroin	y													drugs
skags	noun	heroin	y													drugs
skank	noun	sleazy or unpleasant person	y				y
skanked	noun	sleazy or unpleasant person	y				y
skanking	noun	sleazy or unpleasant person	y				y
skanks	noun	sleazy or unpleasant person	y				y
skanky	adjective	sexually promiscuous or provocative	y											sexuality
skate	noun	uncouth disreputable man	y
skates	noun	uncouth disreputable man	y
skebenga	noun	gangster					y
skebengas	noun	gangster					y
skelf	noun	troublesome or annoying person	y
skelfs	noun	troublesome or annoying person	y
skell	noun	homeless person					police								homeless, poor
skells	noun	homeless person					police								homeless, poor
skim	verb	steal money					y
skimmed	verb	steal money					y
skimming	noun	action of stealing or embezzling money					y
skimming	verb	steal money					y
skims	verb	steal money					y
skin	noun	cigarette paper					y							sexuality		drugs
skin flick	noun	pornographic film												sexuality
skin flicks	noun	pornographic film												sexuality
skin game	noun	rigged gambling game					y
skin games	noun	rigged gambling game					y
skin-pop	verb	inject drug subcutaneously														drugs
skin-popped	verb	inject drug subcutaneously														drugs
skin-popping	verb	inject drug subcutaneously														drugs
skin-pops	verb	inject drug subcutaneously														drugs
skinflick	noun	pornographic film												sexuality
skinflicks	noun	pornographic film												sexuality
skinned	noun	cigarette paper					y							sexuality		drugs
skinning	noun	cigarette paper					y							sexuality		drugs
skins	noun	cigarette paper					y							sexuality		drugs
skirt	noun	women regarded as objects of sexual desire												sexuality
skirt-chaser	noun	man who pursues women amorously and is fickle in his affections												sexuality
skirt-chasers	noun	man who pursues women amorously and is fickle in his affections												sexuality
skite	verb	boaster	y
skites	verb	boaster	y
skobe	noun	uncouth or aggressive person of low social status	y
skobes	noun	uncouth or aggressive person of low social status	y
skollies	noun	petty criminal of mixed ethnic origin					y		mixedrace_southafrica
skolly	noun	petty criminal of mixed ethnic origin					y		mixedrace_southafrica
skunk	noun	contemptible person	y													drugs
skunks	noun	contemptible person	y													drugs
skunkweed	noun	cannabis with high concentration of narcotic agents														drugs
sky fairies	noun	god regarded as non-scientific explanation for creation of universe	y
sky fairy	noun	god regarded as non-scientific explanation for creation of universe	y
sky marshal	noun	armed guard who travels incognito on certain international flights					police
sky marshals	noun	armed guard who travels incognito on certain international flights					police
slack	adjective	(of person) promiscuous												sexuality
slacker	noun	person who avoids work or effort	y
slackers	noun	person who avoids work or effort	y
slag	noun	woman who has many casual sexual encounters		y										sexuality
slags	noun	woman who has many casual sexual encounters		y										sexuality
slander	noun	action or crime of making false spoken statement damaging to person's reputation					y
slap and tickle	noun	playful sexual activity												sexuality
slapper	noun	woman who has many casual sexual relationships		y										sexuality
slappers	noun	woman who has many casual sexual relationships		y										sexuality
slash	verb	genre of fiction in which characters from popular media are portrayed as having sexual relationship												sexuality_gay
slash fiction	verb	genre of fiction in which characters from popular media are portrayed as having sexual relationship												sexuality_gay
slattern	noun	slovenly woman	y
slatterns	noun	slovenly woman	y
slaughter	verb	kill people or animals in cruel or violent way					murder
slaughtered	verb	kill people or animals in cruel or violent way					murder
slaughtering	verb	kill people or animals in cruel or violent way					murder
slaughters	verb	kill people or animals in cruel or violent way					murder
slave	noun	person who is treated as property of another							slavery		controversial_ethnicity, controversial_race
slave bangle	noun	bangle or bracelet worn above elbow							slavery
slave bangles	noun	bangle or bracelet worn above elbow							slavery
slave bell	noun	large bell hung between two whitewashed pillars, formerly used to summon slaves and mark beginning and end of work periods							slavery
slave bells	noun	large bell hung between two whitewashed pillars, formerly used to summon slaves and mark beginning and end of work periods							slavery
slave bracelet	noun	bangle or bracelet worn above elbow							slavery
slave bracelets	noun	bangle or bracelet worn above elbow							slavery
slave driver	noun	person who works others very hard									controversial_ethnicity
slave drivers	noun	person who works others very hard									controversial_ethnicity
slave labor	noun	labour which is coerced and inadequately rewarded, or people that do it							slavery
slave labors	noun	labour which is coerced and inadequately rewarded, or people that do it							slavery
slave labour	noun	labour which is coerced and inadequately rewarded, or people that do it							slavery
slave labours	noun	labour which is coerced and inadequately rewarded, or people that do it							slavery
slave ship	noun	ship transporting slaves							slavery
slave ships	noun	ship transporting slaves							slavery
slave state	noun	any of southern states of US in which slavery was legal before Civil War							slavery
slave states	noun	any of southern states of US in which slavery was legal before Civil War							slavery
slave trade	noun	procuring, transporting, and selling of human beings as slaves							black, slavery
slave trader	noun								slavery
slave traders	noun								slavery
slave-drive	verb	make someone work very hard									controversial_ethnicity
slave-driven	verb	make someone work very hard									controversial_ethnicity
slave-drives	verb	make someone work very hard									controversial_ethnicity
slave-driving	adjective	making someone work very hard									controversial_race
slave-driving	verb	make someone work very hard									controversial_ethnicity
slave-drove	verb	make someone work very hard									controversial_ethnicity
slave-holder	noun	person who owned slaves							slavery
slave-holders	noun	person who owned slaves							slavery
slaved	noun	person who is treated as property of another							slavery		controversial_ethnicity, controversial_race
slavedrive	verb	make someone work very hard									controversial_ethnicity
slavedriven	verb	make someone work very hard									controversial_ethnicity
slavedriver	noun	person who works others very hard									controversial_ethnicity
slavedrivers	noun	person who works others very hard									controversial_ethnicity
slavedrives	verb	make someone work very hard									controversial_ethnicity
slavedriving	adjective	making someone work very hard									controversial_race
slavedriving	verb	make someone work very hard									controversial_ethnicity
slavedrove	verb	make someone work very hard									controversial_ethnicity
slaveholder	noun	person who owned slaves							slavery
slaveholders	noun	person who owned slaves							slavery
slaver	noun	person who dealt in or owned slaves							slavery
slavers	noun	person who dealt in or owned slaves							slavery
slavery	noun	state of being slave							slavery
slaves	noun	person who is treated as property of another							slavery		controversial_ethnicity, controversial_race
slaveship	noun	ship transporting slaves							slavery
slaveships	noun	ship transporting slaves							slavery
slaving	noun	action of enslaving people, person who is treated as property of another							slavery		controversial_ethnicity, controversial_race
slavish	adjective	servile or submissive									controversial_race
slayer	noun	someone who kills person or animal in violent way					murder
slayers	noun	someone who kills person or animal in violent way					murder
slaying	noun	murder of someone					murder
sleaze	noun	sordid, corrupt, or immoral person	y
sleaze-bucket	noun	disreputable person	y
sleaze-buckets	noun	disreputable person	y
sleazebag	noun	disreputable person	y
sleazebags	noun	disreputable person	y
sleazeball	noun	disreputable person	y
sleazeballs	noun	disreputable person	y
sleazebucket	noun	disreputable person	y
sleazebuckets	noun	disreputable person	y
sleazes	noun	sordid, corrupt, or immoral person	y
sleep around	verb	have many casual sexual partners												sexuality
sleep together	verb	have sex												sexuality
sleep with	verb	have sex with												sexuality
sleeper cell	noun	group of secret agents that have remained inactive for long period										terrorism
sleeper cells	noun	group of secret agents that have remained inactive for long period										terrorism
sleeveen	noun	untrustworthy or cunning person	y
sleeveens	noun	untrustworthy or cunning person	y
slick	adjective	smooth but untrustworthy person	y
slicker	noun	persuasive but untrustworthy person					y
slickers	noun	persuasive but untrustworthy person					y
slicks	adjective	smooth but untrustworthy person	y
slim jim	noun	very slim person or thing					y
slim jims	noun	very slim person or thing					y
slime-ball	noun	repulsive or despicable person	y
slime-balls	noun	repulsive or despicable person	y
slimeball	noun	repulsive or despicable person	y
slimeballs	noun	repulsive or despicable person	y
slittier	adjective	long and narrow	y
slittiest	adjective	long and narrow	y
slitty	adjective	long and narrow	y
slob	noun	lazy person with low standards of cleanliness	y
slobs	noun	lazy person with low standards of cleanliness	y
slope	noun	person from East Asia		y					asian
slopes	noun	person from East Asia		y					asian
sloven	noun	person who is habitually untidy or careless	y												poor
slovens	noun	person who is habitually untidy or careless	y												poor
slug	noun	slow, lazy person	y
slugabed	noun	lazy person who stays in bed late	y
slugabeds	noun	lazy person who stays in bed late	y
slummock	noun	dirty, untidy, or slovenly person													poor
slummocks	noun	dirty, untidy, or slovenly person													poor
slush fund	noun	reserve of money used for illicit purposes					y
slush funds	noun	reserve of money used for illicit purposes					y
slut	noun	woman who has many casual sexual partners	y	y										sexuality
slut shaming	noun	action of stigmatizing woman for engaging in behaviour judged to be promiscuous or sexually provocative												gender_female, sexuality
slut walk	noun	march protesting stigmatization of sexual assault victims					sexual					feminism		sexuality
slut walks	noun	march protesting stigmatization of sexual assault victims					sexual					feminism		sexuality
slut-shame	verb	stigmatize woman for engaging in promiscuous or provocative behaviour												gender_female, sexuality
slut-shamed	verb	stigmatize woman for engaging in promiscuous or provocative behaviour												gender_female, sexuality
slut-shames	verb	stigmatize woman for engaging in promiscuous or provocative behaviour												gender_female, sexuality
slut-shaming	noun	action of stigmatizing woman for engaging in behaviour judged to be promiscuous or sexually provocative												gender_female, sexuality
slut-shaming	verb	stigmatize woman for engaging in promiscuous or provocative behaviour												gender_female, sexuality
sluts	noun	woman who has many casual sexual partners	y	y										sexuality
sluttier	adjective	sexually promiscuous or provocative in way that is considered in bad taste	y											sexuality
sluttiest	adjective	sexually promiscuous or provocative in way that is considered in bad taste	y											sexuality
sluttish	adjective	behaving in sexually promiscuous or provocative manner												sexuality
slutty	adjective	sexually promiscuous or provocative in way that is considered in bad taste	y											sexuality
slyboots	noun	sly person	y
smack	noun	heroin														drugs
small-l liberal	noun	person who holds liberal political views										supporter
small-l liberals	noun	person who holds liberal political views										supporter
smart alec	noun	person who behaves as if they know everything	y
smart aleck	noun	person who behaves as if they know everything	y
smart alecks	noun	person who behaves as if they know everything	y
smart alecs	noun	person who behaves as if they know everything	y
smart alick	noun	person who behaves as if they know everything	y
smart alicks	noun	person who behaves as if they know everything	y
smart set	noun	fashionable people considered as group													class
smart-set	noun	fashionable people considered as group													class
smarties	noun	know-all	y
smarty	noun	know-all	y
smash-and-grab	adjective	denoting robbery in which thief smashes shop window and seizes goods					y
smash-and-grabs	adjective	denoting robbery in which thief smashes shop window and seizes goods					y
smick	noun	brash young lower-class person	y
smicks	noun	brash young lower-class person	y
smoke	noun	inhale and exhale smoke of drug														drugs
smoke-show	noun	sexually attractive person												sexuality
smoke-shows	noun	sexually attractive person												sexuality
smoked	noun	inhale and exhale smoke of drug														drugs
smokes	noun	inhale and exhale smoke of drug														drugs
smokeshow	noun	sexually attractive person												sexuality
smokeshows	noun	sexually attractive person												sexuality
smoking	noun	inhale and exhale smoke of drug														drugs
smother	verb	kill someone by covering their nose and mouth					murder
smothered	verb	kill someone by covering their nose and mouth					murder
smothering	verb	kill someone by covering their nose and mouth					murder
smothers	verb	kill someone by covering their nose and mouth					murder
smriti	noun	Hindu religious text containing traditional teachings on religion											text
smritis	noun	Hindu religious text containing traditional teachings on religion											text
smuggle	verb	move goods illegally into or out of country					y
smuggled	verb	move goods illegally into or out of country					y
smuggler	noun	person who smuggles goods					y
smugglers	noun	person who smuggles goods					y
smuggles	verb	move goods illegally into or out of country					y
smuggling	noun	illegal movement of goods into or out of country					y
smuggling	verb	move goods illegally into or out of country					y
snack	noun	sexually attractive person												sexuality
snake	noun	treacherous or deceitful person	y
snake in the grass	noun	treacherous or deceitful person	y
snakehead	noun	member of Chinese criminal network chiefly engaged in smuggling immigrants to West					y					immigration
snakeheads	noun	member of Chinese criminal network chiefly engaged in smuggling immigrants to West					y					immigration
snakes	noun	treacherous or deceitful person	y
snakes in the grass	noun	treacherous or deceitful person	y
snatch	verb	steal something or kidnap someone			y		y							bodypart_genital
snatch squad	noun	group of police officers or soldiers detailed to seize troublemakers in crowd					police
snatch squads	noun	group of police officers or soldiers detailed to seize troublemakers in crowd					police
snatched	verb	steal something or kidnap someone			y		y							bodypart_genital
snatches	verb	steal something or kidnap someone			y		y							bodypart_genital
snatching	verb	steal something or kidnap someone			y		y							bodypart_genital
snide	adjective	counterfeit	y				y
snides	adjective	counterfeit	y				y
sniffer	noun	person who sniffs something														drugs
sniffer dog	noun	dog trained to find drugs or explosives by smell					police
sniffer dogs	noun	dog trained to find drugs or explosives by smell					police
sniffer program	noun	person who sniffs something														drugs
sniffer programs	noun	person who sniffs something														drugs
sniffers	noun	person who sniffs something														drugs
snipe shooting	noun	practice of hunting Aboriginal people with guns					murder		indigenous_australia
snitch	verb	inform on someone					y
snitched	verb	inform on someone					y
snitches	verb	inform on someone					y
snitching	verb	inform on someone					y
snoot	noun	person who shows contempt for those considered to be of lower social class													rich
snoots	noun	person who shows contempt for those considered to be of lower social class													rich
snort	noun	quantity of illegal drug inhaled in powdered form through nose														drugs
snorter	noun	person that snorts														drugs
snorters	noun	person that snorts														drugs
snorts	noun	quantity of illegal drug inhaled in powdered form through nose														drugs
snot	noun	contemptible or worthless person	y
